pH_sol,azote_ppm,phosphore_ppm,argile_pct,pluie_cumulee_mm,temp_moy_C,stress_hydrique,culture_recommandee,indice_fertilite
5.4075296828888,20.672620690621567,9.41529557948818,10.750981062791743,430.49916202930547,29.022209612552896,0.24081607300108873,Manioc,0.2616297223401671
4.907776205821781,25.250504832517123,7.740826274157825,25.519522215168696,810.013422277842,29.68864528869376,0.4558963798115198,Manioc,0.22741841033828644
6.742419847677724,56.884470042361215,37.457903447668464,22.346440703326376,985.0312457819882,26.95253520417913,0.19095730459402482,Soja,0.6743478837060548
6.665075530992792,47.733164136358816,30.46325182305572,31.983750038909903,1180.6062325553426,28.426496481898106,0.020208746721426807,Soja,0.5940883008554398
6.7677828200903,50.5623000940066,15.1738859774511,30.941340800264943,1060.0321720258798,27.688829795864986,0.31169209323567637,Maïs,0.48618024137318877
7.056011835494153,49.862172962945024,21.398912676880947,38.12229124506608,1164.3779200400597,25.32545677581258,0.16801558814401002,Soja,0.5054772826595534
6.115778472112908,27.732101604972385,13.364632845681069,21.169718371020473,1037.157347423132,29.783732444615147,0.3533066803382291,Manioc,0.37449863944850514
5.7402878828830985,46.486674572021116,19.495799118369494,33.552229817530744,881.0353076254286,26.29670088794723,0.3290162485866898,Maïs,0.46219813205934807
6.998782811342977,54.02814508717399,26.801041730104785,30.278494544373945,1142.1077684229865,26.665522879361895,0.2451600949371421,Soja,0.5654753799623079
5.512790346611668,22.465503077355613,12.599188584034778,17.4105379676705,668.2653422255485,27.302586910894348,0.31522642698407327,Manioc,0.300123727258967
6.708720197421261,28.415904433038254,18.869385867214113,33.9559643948791,948.4463133414976,27.736838624073506,0.5702459575355538,Manioc,0.4310874469563951
5.6245032112888484,45.438114719791095,25.432344650284865,22.159738681558927,962.6757718539294,29.107273903371556,0.2931123043455847,Maïs,0.4918387384959517
6.167124869463506,52.18185725707934,27.00850795794929,24.143127375232254,942.1242397192021,25.888008440850705,0.33374540191008784,Maïs,0.5730322839321628
6.193251387631033,44.117179516487454,21.858687094754572,26.3482100895232,1038.1783832206602,28.253749544193937,0.32941371412471415,Soja,0.5062872759698426
6.210501920816379,43.78252491616716,9.399840954090255,27.357086649655315,1027.9038118456833,28.574510120810615,0.3562248193855283,Maïs,0.4161098171751648
6.4819829049219795,47.61529209094147,37.20830715016322,29.598662285602593,1238.1747971256236,25.137891426359957,0.21576191446613754,Soja,0.6542517885603671
6.225166524527043,66.15027473857253,27.597417519067267,27.60527674417208,890.496365910543,26.9534151506137,0.26606218250814534,Soja,0.6365547570358989
5.0754804379915095,40.72626222005789,8.302410382174815,35.17510998297665,1100.2036279408126,28.48142381687193,0.42754785781270244,Manioc,0.3054092930825555
6.920636644533058,56.966314866456514,17.81936908942255,18.26844652392576,773.1614763052512,26.956478663680848,0.41377715405664595,Maïs,0.5181534052105763
5.561673300301192,33.812178774433406,14.979287075279228,24.95479436347759,768.7133269155132,27.27224402249894,0.5902076618742739,Soja,0.36563808328028724
6.794196636724042,40.498107351485885,25.324346626695444,35.37724086607118,875.2049156317323,25.059032408079027,0.4601075033007228,Maïs,0.5182461755508931
